Gene	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	GC10	GC11	GC12
4933409D19Rik	0.003049005	0.068417433	0	0.10061766	0.07756375	0.135848229	0.098825929	0.063618474	0.073721625	0.062113037	0.036142855	0.009610513
4933409G03Rik	0.050600547	0.273251669	1.303983321	1.003632802	1.103157019	1.203711712	1.277751077	1.172816077	1.151152474	0.979768874	1.278837539	1.529654403
4933411E06Rik	0.003413695	0.107196672	0.669413027	0.048390483	0.04555371	0.017948974	0.006354043	0.036823755	0.000529564	0.00110645	0.0004345	0.005064548
4933411G06Rik	0.030341798	0	0.033001285	0.037388755	0.025678334	0.035474542	0.37405618	0.477354254	0.957921029	1.124667696	0.558409173	0.116541968
4933411G11Rik	0.010900167	0.310376507	0.759024829	0.638315035	0.53169024	0.345675177	0.270655412	0.329000336	0.142690186	0.040117873	0.014221082	0.017889738
4933411K16Rik	0.099064252	0.547187528	0.529154207	0.095214668	0.051313205	0.076964423	0.162518113	1.404575661	0.679317175	1.529623469	2.200768196	2.962185547
4933411O13Rik	0	0	0.019394322	0.039258644	0.065085622	0.077989951	0.091306072	0.133879658	0.052309266	0.03323655	0.01596632	0.005936366
4933412A08Rik	0.006906874	0.02836619	0	0.005704031	0.015155633	0.018337688	0.012679392	0.002209071	0.011781304	0.005230132	0.000139724	0.000393747
4933412E24Rik	0.004292528	0.164839288	0.282011925	0.409343758	0.38010875	0.341588685	0.083473295	0.230402811	0.035647935	0.015377366	0.015503105	0.014299191
4933413C19Rik	0.003113494	0	0.064513531	0	0.000283278	0.002439358	0.001616342	0.026714746	0.008868508	0.028222148	0.012917849	0.006316771
4933413G19Rik	0.005914013	0.02304371	0.071493719	0.01121937	0.007837648	0.022278376	0.058006177	0.236179198	0.08107498	0.163514784	0.658147823	0.776506579
4933413J09Rik	0.003224106	0	0	0.000609636	0.000881436	0.00875541	0.131423395	0.008108049	0.09662387	0.105781912	0.104788887	0.041307405
4933413L06Rik	0.005364802	0	0	0.001540637	0.00128872	0.002124629	0.032700885	0.088036074	0.22762414	0.425138689	0.246504405	0.065028392
4933414I15Rik	0.01506808	0	0.882407516	0.622574671	0.456652836	0.509534861	0.263994529	0.336466633	0.128140146	0.053863943	0.016706708	0.014748376
4933415A04Rik	0.009455962	0	0	0.000129266	0.00013923	0.000865382	0.001880815	0	0.001552506	0.000529951	0.000309638	0.003341519
4933415F23Rik	0.061449523	0.433248476	0.747058343	1.255517393	1.386394882	1.444654617	1.42145032	1.233526525	1.349529921	1.250108591	1.085399663	1.381432538
4933416C03Rik	0.616095412	2.101924909	2.06750878	2.215391489	2.334978352	2.468713525	2.224957191	1.914492605	1.910780556	1.137384052	0.343121502	0.233770414
4933416E03Rik	0	0	0	0	0	0	0	0.002959486	0.002122083	0.00175194	0.038959136	0.019936065
4933416E14Rik	0.001222607	0	0	0.000105252	0	0	0.000639618	0	0.001730668	0.000184978	0.000992663	0.002138335
4933416I08Rik	0	0	0	0.001303157	0	0	0.024255973	0.001910857	0.034147874	0.032313176	0.030034728	0.004445828
4933416M07Rik	0.018938673	0.01898325	0.063760518	0.140007626	0.107266391	0.116996855	0.141287134	0.136008265	0.124923296	0.088715764	0.034547882	0.027390522
4933417A18Rik	0.034896788	0.026343933	0.098957435	0.026624773	0.008168123	0.025504191	0.149345407	0.945386483	1.065606184	1.760278895	1.656280473	1.162403628
4933417C20Rik	0.04642252	0	0.083990548	0.027007901	0.029637654	0.051678412	0.061304943	0.095422619	0.129328158	0.243074048	0.205157858	0.044040657
4933417D19Rik	0.018939293	0.012044507	0.108029868	0.009093105	0.005024823	0.015073287	0.116366777	0.163275811	0.31722219	0.449666834	0.520423051	0.543565048
4933417E11Rik	0.003461166	0	0	0.047825141	0.097618241	0.072896536	0.016536851	0.013830567	0.009167523	0.005159922	0.005616246	0.001195909
4933417O13Rik	0	0	0	0.001916583	0.00143998	0.006018592	0.229656187	0.083175086	0.24230075	0.168425399	0.162286391	0.061437492
4933421A08Rik	0.004135334	0.016282231	0.616876234	0.214251565	0.207276713	0.309286489	0.184745532	0.11303053	0.129199051	0.086628515	0.058605724	0.076286019
4933421I07Rik	0.004907297	0	0	0.24617277	0.176078162	0.089009684	0.285566182	0.173168587	0.340437593	0.380435292	0.071246516	0.008297276
4933421O10Rik	0.080537267	0.253148599	0.307828056	0.141381175	0.120838771	0.097263181	0.272189258	0.680377329	0.683761275	1.163731324	1.374888998	1.408530998
4933423P22Rik	0.0065526	0.045869503	0	0.002690593	0.00029069	0.005864302	0.145139952	0.167615906	0.415757672	0.426085597	0.224606853	0.131562248
4933424G06Rik	0.002645107	0	0	0.008086041	0.003760113	0.005264909	0.057825805	0.099710512	0.142238453	0.30118284	0.120910208	0.020831964
4933424L21Rik	0.004989865	0.01202336	0	0.00272243	0.001178647	0.004963564	0.003717159	0.064211303	0.019771103	0.106478906	0.269236381	0.37097399
4933424M12Rik	0	0	0	0.038896461	0.027656144	0.022697981	0.012373706	0.035758527	0.00868939	0.001901442	0.001320493	0.003645271
4933425L06Rik	0.034908614	0.285433312	0.210418326	0.251649986	0.218942555	0.099566491	0.081722936	0.078054648	0.040744661	0.019875777	0.015979194	0.004345267
4933426K07Rik	0.003794412	0	0	0.000929286	0.001396425	0.005027103	0.00101981	0.03151215	0.001865177	0.042997631	0.349851437	0.319674003
4933427D06Rik	0.808631452	0.051204845	0	0.000616998	0.004297775	0.003198033	0.002593065	0.01458825	0.000123286	0.00041306	0.00493322	0.004577942
4933427D14Rik	0.217234725	0.757658079	1.045596871	0.682802256	0.675294743	0.767914856	0.571881077	0.621561958	0.756943043	0.886389406	0.627275388	0.183942597
4933427E11Rik	0.034197193	0.064748776	0.646403061	0.715986825	0.826595411	1.017517897	0.824440222	0.544876459	0.508143347	0.296698929	0.184031325	0.052926369
4933427E13Rik	0.003201757	0.038384767	0	0.000280962	0.000179363	0.000286365	0	0.017250083	0.003512606	0.07131819	0.072307074	0.062726751
4933427G17Rik	0.082778312	0.271583356	0.185458419	0.150463076	0.192976869	0.228777436	0.353850646	0.551772323	0.814324529	1.207706582	1.053856719	0.430192134
4933427G23Rik	0.012638264	0	0	0.022458797	0.000231447	0.006008695	0.002835772	0.006670761	0.008006118	0.027555562	0.021509763	0.004424351
4933427I04Rik	0.016098852	0.062131281	0.237723131	0.116031813	0.118100898	0.168968564	0.145778261	0.339400237	0.110897306	0.423583741	0.765017014	0.631717704
4933427I22Rik	0	0.002765797	0	0.001693008	0	0.000493637	0.005260568	0.033152199	0.041729083	0.167026631	0.22223038	0.087714058
4933427J07Rik	0	0	0	0.001969386	0.002251476	0.004877214	0.090742924	0.006025016	0.137311733	0.038217112	0.003099932	0.001850935
4933428C19Rik	0	0	0	0.002272296	0.004660503	0.004193384	0.077304388	0.007327791	0.092252778	0.043305643	0.017069303	0.005210182
4933428G20Rik	0.018112849	0.049844216	0.387034596	0.130305401	0.169389009	0.26966044	0.237927522	0.21099001	0.213041963	0.177026385	0.159875327	0.235902772
4933428M09Rik	0.010210641	0.029196421	0	0.009728351	0.015621289	0.051812155	0.867069487	0.399308178	0.92592884	0.714257138	0.380958927	0.043479527
4933429H19Rik	0.058286707	0.04778782	0.369926999	0.709047845	0.804970733	0.891736884	0.90687384	0.788838964	0.802843551	0.727666774	0.563563515	0.528844125
4933430I17Rik	0.038451299	0.011717557	0	0.10109334	0.085558788	0.197753562	0.277653143	0.170628751	0.432550022	0.282451767	0.071574796	0.035545641
4933430M04Rik	0	0	0	0	0	0	0.009504226	0.001160575	0.007742332	0.007152196	0.001007113	0.001765927
4933431E20Rik	0.060680062	0	0.153241367	0.196414345	0.214101722	0.163418553	0.159689908	0.119928115	0.12394612	0.087797585	0.099341069	0.187707456
4933431K14Rik	0.031962848	0.133457192	0	0.137816124	0.154406687	0.140927397	0.117060332	0.08444154	0.080071635	0.070165763	0.085220504	0.091493568
4933431K23Rik	0.008965684	0.072986648	0.434334158	0.097729153	0.087015769	0.107622951	0.109141167	0.124922591	0.100579464	0.129631614	0.110366113	0.042959145
4933433C11Rik	0.014464773	0.106700002	0	0.017954633	0.003938739	0.01473777	0.016967624	0.348110076	0.183679591	0.79368655	1.011824856	0.786133663
4933433F19Rik	0	0	0	0	0	0	0	0	0.000157281	0	0.003455991	0.007788359
4933433G15Rik	0.064533356	0.388272138	1.486415028	0.922768407	0.584335835	0.727277556	0.534386934	0.544542946	0.47662876	0.439359849	0.456817799	0.145574624
4933434E20Rik	0.599013493	0.668538036	0.865192759	0.575663203	0.577926655	0.466351303	0.960070821	0.956028877	1.431532278	1.554834836	1.142548701	0.589686383
4933434M16Rik	0.027079657	0.078034285	0	0.021589982	0.003183073	0.02173848	0.53177848	0.414770208	1.24421148	1.260407187	0.546364942	0.235580772
4933435F18Rik	0.012853291	0.063502916	0	0.088552608	0.081261807	0.062443349	0.035948818	0.039767531	0.030781573	0.024768074	0.008307254	0.004978463
4933436E23Rik	0	0	0	0	0	0	0	0.001995511	0.000481215	0.00335208	0.045070645	0.010942982
4933436F18Rik	0	0	0	0.004285737	0.00101263	0.001802347	0.012523603	0.045894452	0.194436395	0.288748366	0.121814699	0.028320579
4933436I01Rik	0.008592615	0.033072235	0.061859195	0.015756445	0.001940558	0.015883772	0.023588489	0.437154063	0.349799687	0.91545677	1.000966787	0.172702423
4933436I20Rik	0	0	0	0	0.000558525	0.001024901	0.067336641	0.010031024	0.160869971	0.098193284	0.016497781	0.004827144
4933438A12Rik	0.002648119	0.048210959	0	0.07224384	0.098932468	0.043920844	0.033472351	0.024709956	0.020140282	0.011188216	0.005868803	0.001066476
4933438K21Rik	0.010721572	0.038384767	0	0.01263896	0.013386973	0.010222532	0.044419254	0.178601708	0.142191665	0.36850997	0.736787231	0.503747122
4933439C10Rik	0.165129321	0.085147779	0.714239087	0.201322768	0.138711072	0.030847564	0.005732081	0.108263939	0.003510612	0.007063362	0.004537917	0.008753227
4933439K11Rik	0.031625117	0.019253431	0	0.005367236	0.00498122	0.000433274	0.00647758	0.065747689	0.004266644	0.004852008	0.084644844	0.089062451
4933440J02Rik	0	0	0.064513531	0.06268719	0.078645506	0.068168086	0.071861224	0.049509161	0.065524979	0.056482447	0.043920837	0.016304317
4933440M02Rik	0.031382119	0.462809557	0.747289231	0.952249625	0.892962339	0.834981034	0.57354759	0.622695664	0.482112	0.34011954	0.230032818	0.145636735
4933440N22Rik	0.00109473	0	0	0.001796959	0.005619951	0.004460206	0.005423513	0	0.002023707	0.002643535	0.002749872	0
5031410I06Rik	0	0	0	0.000196805	0.003184364	0.000667498	0.059933174	0.001348387	0.027696654	0.007383409	0.002367388	0
5031414D18Rik	0	0.032518538	0	0.003704856	0.001486339	0.001171685	0	0	0.000991049	0.000576102	0.000603968	0.002750758
5031425E22Rik	0.283661329	0.3200718	0.338403406	0.220218969	0.361591647	0.097678122	0.048234347	0.090527547	0.030874745	0.022895526	0.043863207	0.026097351
5031434O11Rik	0.024009961	0	0	0.000136714	0	0	0	0.000900291	0.00099245	0	0	0.001831111
5031439G07Rik	0.147615714	0.123566357	0	0.010363401	0.002939288	0.006249208	0.005851697	0.122143702	0.013533097	0.02271361	0.337509336	0.681234327
5033403F01Rik	0.021916783	0.053932475	0	0.055382285	0.055758875	0.043287225	0.061794272	0.02814624	0.046804668	0.030119042	0.040313008	0.020684064
5033417F24Rik	0	0	0	0	0.000231898	0	0	0.026528443	0.001057022	0.011339381	0.099216611	0.041410289
5033430I15Rik	0	0	0	0.000129529	0	0.000214287	0	0	0.000141648	0	0	0.001596947
5330406M23Rik	0.006380849	0	0.09195793	0.000519452	0.002275649	0.005376177	0	0	0.001154612	0.001850124	0.000376979	0.002812935
5330411J11Rik	0.002632494	0	0	0.000140081	0	0	0	0	0.000244988	0.003197878	0.034685592	0.007285676
5330413P13Rik	0.00108805	0	0	0	0.000374492	0.002029859	0.004764373	0	0.00512115	0.004027737	0.004737053	0.001159775
5330416C01Rik	0.001534507	0	0	0.007791161	0.00489871	0.004409018	0.017760568	0.029392023	0.009193422	0.003847077	0.000261964	0.001495986
5330417C22Rik	0.024977243	0.2474261	0.608559676	0.550818015	0.553036849	0.652683402	0.760612921	0.472289216	0.615830952	0.4649639	0.406053275	0.120273894
5330426P16Rik	0.023397313	0.014087121	0.050297741	0.028831049	0.01754213	0.003125164	0.002300313	0.028424321	0.003194757	0.000846796	0.001337523	0.00407529
5330438D12Rik	0.034730444	0.140316354	0	0.163085309	0.176031533	0.175078241	0.15287943	0.061184694	0.120543798	0.105038299	0.077728086	0.022570972
5330439A09Rik	0.000537436	0.052247911	0.082096688	0.110375364	0.1254991	0.072714911	0.072316242	0.115321245	0.057902581	0.043065136	0.046672647	0.063210408
5330439K02Rik	0.00383689	0.023412817	0.16003078	0.022264743	0.027639294	0.047140149	0.018432998	0.017864802	0.019222603	0.007943669	0.004271674	0.005907556
5430400D12Rik	0.014806023	0.02278605	0.076625621	0.000690552	0.002973491	0.00152714	0.000713449	0.000480787	0.002149336	0.000541377	0.000650648	0.001445066
5430401F13Rik	0.000483935	0	0	0	0.000458133	0	0	0.003358367	0.000364373	0.003694333	0.005431296	0.009312004
5430402O13Rik	0.085912529	0.074038963	0.071493719	0.123299634	0.086596239	0.141975317	0.232906249	0.186143063	0.2411985	0.196475961	0.151904633	0.116972971
5430403G16Rik	0.059610295	0	0	0.00113949	0.017486681	0.000157219	0.000539348	0	0.0026473	0.000790421	0.001492054	0.001691593
5430405H02Rik	0.21042111	0.104152227	0.425739741	0.13271009	0.095666363	0.093325693	0.036794413	0.123136517	0.021523816	0.024948914	0.019211388	0.011800651
5430416N02Rik	0.137952633	0.125542299	0.033001285	0.023107481	0.043436601	0.046816236	0.185085081	0.106035917	0.276790429	0.278052514	0.115637517	0.04237886
5430416O09Rik	0	0.066207456	0	0.000417495	0.000572778	0	0.001300026	0.019583329	0.000177232	0.000687322	0.041834745	0.034304472
5530601H04Rik	0.281816723	0.035923692	0	0.00163386	0.000952369	0.002479808	0.003693427	0	0.001712549	0.002385367	0.002484625	0.001693886
5730403I07Rik	0.016946061	0	0.165781268	0.159321017	0.187517556	0.210697422	0.206130722	0.152936881	0.136637874	0.119288574	0.090601201	0.106255216
5730405O15Rik	0.002157995	0	0	0	0	5.38E-05	0.000573089	0	0.001850493	0.000741022	0.002438296	0.00188611
5730409E04Rik	0.091789906	0	0.099077147	0.001594446	0.000998172	0.002976134	0.000240939	0.001609334	0.000169821	0.000374929	0.003643478	0.002225551
5730412P04Rik	0	0	0	0	0	0	0.003951758	0.005176876	0.005726768	0.007054228	0.002733043	0.006228157
5730419F03Rik	0	0	0	0.001344556	0.000298072	0.000184883	0.005997521	0.021511387	0.012829247	0.005334896	0.001490014	0.005168924
5730422E09Rik	0.01580717	0	0	0.068369054	0.055322326	0.057118723	0.025173704	0.013364587	0.012861179	0.007144611	0.006340005	0.004935323
5730455P16Rik	0.295755493	0.482264768	0.429537806	0.154082961	0.128206378	0.016041782	0.02636163	0.13907715	0.013943781	0.015542774	0.006359218	0.021381898
5730488B01Rik	0.004177405	0	0	0.000821496	0	0.000457159	0	0.000849778	0.003897809	0.005669239	0.003511754	0.001234152
5730507C01Rik	0.130478631	0	0	0.001854292	0.004398296	0.002312736	0.002233419	0	0.000284279	0.002971206	0.008502685	0.002925339
5730508B09Rik	0.323141965	0.410724869	0.516935818	0.787530496	0.763753732	0.380962728	0.302827311	0.323414012	0.229810796	0.159989327	0.0591228	0.014398999
5730522E02Rik	0.014558197	0	0	0.000780082	0.000169417	0	0.000603501	0.014978412	0.000120014	0.002170556	0.009421891	0.009400157
5730559C18Rik	0.007243233	0.016391445	0	0.043194065	0.066531465	0.15831021	0.128769431	0.085214578	0.076238977	0.061267278	0.443889381	0.079409124
5830405F06Rik	0	0	0	0.044168348	0.042556087	0.043385483	0.029633061	0.041875367	0.028568589	0.033134485	0.019913974	0.009891799
5830415B17Rik	0	0	0.072282136	0.00067659	0.001836053	0.002342746	0	0	0.000391169	0	0	0.001109
5830415F09Rik	0.197019254	0.1758384	0.172697673	0.183194756	0.19947678	0.235085408	0.169291174	0.087266782	0.139144142	0.083839136	0.033310517	0.011846051
5830417I10Rik	0.041819207	0.027865338	0.254464889	0.030466889	0.035448478	0.040999541	0.051057875	0.066706651	0.035338874	0.017047361	0.006695487	0.004976627
5830418P13Rik	0	0	0	0	0.001144356	0	0	0	0.000175828	0.001017297	0.006506449	0.000810468
5830428H23Rik	0.262724091	0.071180129	0.157588923	0.126589393	0.116664019	0.060090868	0.051052315	0.039384731	0.041562286	0.024381188	0.02579742	0.022242452
5830444B04Rik	0.020705794	0	0.094341052	0.008032609	0.020902776	0.022735864	0.017333366	0.004680482	0.006922748	0.004883196	0.02953706	0.042155597
5830444F18Rik	0	0	0	0	0	0	0	0	0.000182623	0.005009224	0.004398196	0
5830454E08Rik	0.060304499	0.005875941	0.184889884	0.253600055	0.23498471	0.260498465	0.161784675	0.186734749	0.119073756	0.090137573	0.045323244	0.018344586
5830473C10Rik	0	0	0	0.000919887	0.003263182	0.006062937	0.009884471	0	0.006165428	0.00328938	0.004612665	0.000732879
5930412G12Rik	0.060606364	0	0	0.000920497	0.00096305	0.000455399	0.002568524	0	0.000970369	0	0.011547027	0.003838131
6030407O03Rik	0.001234396	0	0	0.000626237	0.003769517	0.000348673	0.00016657	0	0.001024583	0.000628303	0.000602058	0
6030408B16Rik	0.002877087	0.032255451	0.033001285	0.002550503	0.003299219	0.001665378	0.001627547	0.01619521	0.000469942	0.003079785	0.008508306	0.011197878
6030419C18Rik	0.00158367	0	0	0.001360292	0	0.000290756	0	0	0.000130004	0.000811427	0	0.00158104
6030442K20Rik	0.024412889	0.070431637	0	0.004836315	0.012748575	0.004957681	0.001925003	0	0.001885357	0.00268462	0.002794956	0.000447919
6030443J06Rik	0.027534658	0.080292443	0.279609215	0.235747479	0.205250046	0.326603837	0.236400943	0.299249148	0.215111357	0.218891196	0.192111439	0.083857256
6030458C11Rik	0.387967255	0.337364472	0	0.026387664	0.043410963	0.001550174	0.005786169	0.032929221	0.00589886	0.003888594	0.007078214	0.008631646
6030498E09Rik	0	0	0	0.000104816	0	0	0	0	0.00801567	0.009267301	0.002453333	0.000280337
6230400D17Rik	0.019093078	0.056605714	0	0.007463519	0.006156347	0.008372224	0.00719197	0	0.008522643	0.004429494	0.002393522	0.003658667
6230415J03Rik	0.043661397	0	0	0.000729998	0.004252094	0.002571967	0.001070002	0	0.005496832	0.003730618	0	0.001518546
6330403K07Rik	0.011308417	0	0	0.00030039	0.002709123	0	0	0	0	0	0.007388757	0.001273872
6330403L08Rik	0.022648168	0	0	0.015011262	0.012504744	0.029459731	0.035711723	0.028441283	0.013570219	0.00115397	0.004299977	0.000213808
6330403N20Rik	0.005494085	0	0	0	0.001790747	0.000216105	0.000240939	0	9.17E-05	0.000827834	0.001983976	0.001035526
6330408A02Rik	0.173472516	0.116836798	0.193757137	0.095768151	0.074546996	0.029741824	0.015967039	0.067683961	0.004575952	0.005454087	0.002732994	0.005408351
6330416G13Rik	0.060784025	0.012873438	0.108029868	0.035759001	0.027430236	0.011155279	0.003040649	0.062432604	0.004069447	0.003826465	0.033453767	0.011545461
6330418K02Rik	0.098731104	0.081121121	0	0.135031442	0.097291216	0.091347598	0.088181797	0.080147944	0.054475375	0.049861747	0.030913878	0.050272553
6330549D23Rik	0.020879866	0	0.039046567	0.005753972	0.010874697	0.007293265	0.010608853	0	0.006686958	0.005503259	0.005666884	0.010514817
6330562C20Rik	0.015072631	0	0	0	0.000227721	0	0	0	0	0.000226887	0.000312534	0.000460827
6430511E19Rik	0.090881512	0.016391445	0.203307729	0.008312434	0.011395548	0.005970819	0.008048314	0	0.010842824	0.004642021	0.013772561	0.010221153
6430531B16Rik	0.032781969	0.497987869	1.016615421	1.052877345	0.979718198	1.032611756	0.804508743	0.718179012	0.467205407	0.227933024	0.144762857	0.102932406
6430548M08Rik	0.180288577	0.069518316	0	0.002352012	0.001292573	0	0.006060862	0.089419806	0.005895667	0.018423457	0.114487991	0.309541178
6430550D23Rik	0.037389348	0.091299179	0.113139165	0.035640961	0.037665798	0.01787745	0.021428757	0.069006301	0.039030862	0.079768774	0.321398031	0.371047818
